trial	iaps	msit	valence	arousal	interference	fixOnset	IAPSOnset	MSITOnset	responseKey	responseCorrect	responseTime	responseUncertainty
1	2799	221	2.42	5.02	1	0.0	3.482150788	3.897820336	1	1	0.986697223	0.001367598001
2	2516	311	4.9	3.5	1	5.41414372	9.196674857	9.596757367999999	3	1	1.1193621740000002	0.001370834001
3	9250	003	2.57	6.6	0	11.11255255	14.44429119	14.84437392	3	1	0.7829997870000001	0.001080171001
4	4520	332	6.16	4.8	1	16.36028651	20.12594359	20.54222901	2	1	0.9890487509999999	0.001027888
5	9322	322	2.24	5.73	1	22.05904505	25.19144624	25.60809388	3	1	0.859771588	0.0012637200019999999
6	1811	020	7.62	5.12	0	27.123688	30.20604686	30.6225568	2	1	0.84518238	0.001111187001
7	9429	331	2.68	5.63	1	32.13932707	35.63773906	36.05401152	1	1	0.7735424590000001	0.001107305001
8	8350	003	7.18	5.18	0	37.57015737	41.06887955	41.48555559	3	1	0.6860257740000001	0.001084989002
9	9419	331	2.55	5.19	1	43.00226198	46.05125194	46.46781679	1	1	0.831627599	0.001107388001
10	9903	020	2.36	5.71	0	47.9836605	51.96524664	52.38187581	2	1	0.630260271	0.0011996799989999998
11	2160	232	7.58	5.16	1	53.89867502	57.14684820000001	57.56341723	3	1	1.2563332109999998	0.001207436002
12	9810	212	2.09	6.62	1	59.08030744	62.87901975	63.29529295	1	1	0.932006345	0.0010681570020000001
13	3350	020	1.88	5.72	0	64.81112038	68.79387653	69.20979958	2	1	0.833362167	0.0010293849989999999
14	2347	331	7.83	5.56	1	70.72598262	73.94226908	74.35794522	1	1	0.70970146	0.001097855002
15	2484	003	5.0	3.75	0	75.87492938	79.62289175	80.03989594	3	1	0.651905964	0.001108590001
16	5833	003	8.22	5.71	0	81.55586892	85.37114387	85.78775738	3	1	0.792402171	0.0013668670000000001
17	7058	212	5.29	3.98	1	87.30397256	90.5025228	90.91913482	1	1	0.820654255	0.0011091269990000001
18	3261	112	1.82	5.75	1	92.43581846	96.30160722	96.70147787	2	1	1.4145316469999998	0.001143760001
19	2002	003	4.95	3.35	0	98.21715888	101.8495196	102.2653776	3	1	0.6827272670000001	0.001139520002
20	6570	131	2.19	6.24	1	103.78151770000001	107.4811223	107.89696229999998	3	1	1.026525854	0.001065503999
21	2214	331	5.01	3.46	1	109.41372959999998	112.8461594	113.2460294	1	1	0.7257138909999999	0.001102976999
22	4607	100	7.03	6.34	0	114.76218999999999	118.5108882	118.92705819999999	1	1	1.060285406	0.001048637001
23	8090	112	7.02	5.71	1	120.4431485	123.6917805	124.09225020000001	2	1	1.00706289	0.001072658
24	6570	020	2.19	6.24	0	125.6084152	129.2740847	129.6903044	2	1	0.657442915	0.001107216001
25	1811	131	7.62	5.12	1	131.2066294	135.0219725	135.43872869999998	3	1	1.0294378229999999	0.0013235820009999998
26	9419	003	2.55	5.19	0	136.9382325	140.23706830000003	140.65270890000002	3	1	0.710907107	0.001134516999
27	2440	221	4.49	2.63	1	142.1689639	145.25125359999998	145.667957	1	1	0.776379913	0.001406951
28	8501	112	7.91	6.44	1	147.1842614	150.5161688	150.9328321	2	1	0.8946924909999999	0.0010799829979999999
29	9429	003	2.68	5.63	0	152.4497278	155.9478552	156.3479387	3	1	0.791370736	0.0010366499989999999
30	5910	311	7.8	5.59	1	157.8639638	161.04678230000002	161.46251909999998	3	1	0.941401115	0.001110809
31	4520	100	6.16	4.8	0	162.9794329	166.1614206	166.57832030000003	1	1	0.617817782	0.001135081002
32	2484	232	5.0	3.75	1	168.0936503	171.743138	172.15900349999998	3	1	0.9727930090000001	0.001108573
33	3015	100	1.52	5.9	0	173.6754455	176.824297	177.2416388	1	1	0.73796795	0.001091280999
34	2495	020	5.22	3.19	0	178.7568119	182.0232557	182.43928530000002	2	1	0.596907918	0.0013456729980000001
35	7021	211	5.21	4.17	1	183.9555294	187.5706497	187.9880302	2	1	1.103246271	0.001033354001
36	8080	003	7.73	6.65	0	189.5034956	193.1021393	193.5192726	3	1	0.6609330520000001	0.0011372650010000001
