trial	iaps	msit	valence	arousal	interference	fixOnset	IAPSOnset	MSITOnset	responseKey	responseCorrect	responseTime	responseUncertainty
1	2799	221	2.42	5.02	1	0.0	3.6070066080000003	4.024476665	1	1	1.2070418459999999	0.001076330002
2	2516	311	4.9	3.5	1	5.5274156439999995	8.773950529	9.19112928	3	1	0.824135361	0.001032669003
3	9250	003	2.57	6.6	0	10.70698514	14.08885448	14.505379000000001	3	1	0.638758516	0.001165975998
4	4520	332	6.16	4.8	1	16.02251957	19.20416808	19.62054368	2	1	0.810997975	0.001086484001
5	9322	322	2.24	5.73	1	21.13654003	24.58601587	25.00211298	2	0	0.941276333	0.0011611099980000001
6	1811	020	7.62	5.12	0	26.51809665	29.71711466	30.13358449	2	1	0.722344337	0.0012936060009999999
7	9429	331	2.68	5.63	1	31.64975178	34.69876647	35.11531265	1	1	0.676940938	0.001376821005
8	8350	003	7.18	5.18	0	36.63150846	40.26355293	40.680105	3	1	0.663765018	0.001121996997
9	9419	331	2.55	5.19	1	42.19625101	45.41191016	45.82839685	1	1	0.7314648229999999	0.001118475004
10	9903	020	2.36	5.71	0	47.34456394	50.74442193	51.16082748	2	1	0.5909590779999999	0.001185468005
11	2160	232	7.58	5.16	1	52.67613371	56.14174706	56.55821355	3	1	0.9534002840000001	0.001098804998
12	9810	212	2.09	6.62	1	58.07440008	61.87369365	62.28973766	1	1	0.902379119	0.001146538001
13	3350	020	1.88	5.72	0	63.80612237	67.28891201	67.70453681	2	1	0.6309163010000001	0.001075485998
14	2347	331	7.83	5.56	1	69.22075804	72.76951401	73.18606135	1	1	0.6704649460000001	0.001415980005
15	2484	003	5.0	3.75	0	74.70224531	77.73461428	78.15109756	3	1	0.553132308	0.001161158994
16	5833	003	8.22	5.71	0	79.66731367	83.41605912	83.83260139	3	1	0.623545633	0.0015094299960000002
17	7058	212	5.29	3.98	1	85.34878522	88.9642145	89.38078666	1	1	0.9147327	0.001101352995
18	3261	112	1.82	5.75	1	90.89690113	94.82896515	95.24548544	2	1	0.875023723	0.0014107219980000001
19	2002	003	4.95	3.35	0	96.76171433	100.3937622	100.8103547	3	1	0.5818170189999999	0.001150649005
20	6570	131	2.19	6.24	1	102.32646390000001	105.60874950000002	106.02531809999999	3	1	0.81490714	0.001174857003
21	2214	331	5.01	3.46	1	107.54149879999999	110.79037959999998	111.2078818	1	1	0.823503022	0.001043901
22	4607	100	7.03	6.34	0	112.7231398	116.5717932	116.98835279999999	x	-1	-1.0	0.0
23	8090	112	7.02	5.71	1	118.4881528	122.06997720000001	122.4864993	2	1	1.3613079890000002	0.001118512002
24	6570	020	2.19	6.24	0	124.0027176	127.23503659999999	127.6351189	2	1	1.140246215	0.001038894006
25	1811	131	7.62	5.12	1	129.1509811	132.90061780000002	133.3163018	3	1	0.811711283	0.0011326649980000002
26	9419	003	2.55	5.19	0	134.8324858	138.1813772	138.5978799	3	1	0.737475833	0.001038991002
27	2440	221	4.49	2.63	1	140.1141252	143.729557	144.1460758	1	1	0.8132109890000001	0.0010343479949999998
28	8501	112	7.91	6.44	1	145.6631401	148.7945086	149.2110635	2	1	0.7721604240000001	0.001030954998
29	9429	003	2.68	5.63	0	150.72724019999998	154.37694030000003	154.79257009999998	3	1	0.59146116	0.001129561999
30	5910	311	7.8	5.59	1	156.30874550000001	159.707794	160.1078785	3	1	0.8675970609999999	0.001111771002
31	4520	100	6.16	4.8	0	161.623696	165.4390641	165.85559550000002	1	1	0.567672823	0.001065356002
32	2484	232	5.0	3.75	1	167.3717879	170.9372502	171.35373380000001	3	1	0.909792437	0.001078571004
33	3015	100	1.52	5.9	0	172.87089540000002	176.4520695	176.8686381	1	1	0.554911888	0.001086302997
34	2495	020	5.22	3.19	0	178.3848391	182.0345554	182.43442480000002	2	1	0.654097026	0.0014179650020000002
35	7021	211	5.21	4.17	1	183.9339317	187.9150264	188.3151106	2	1	0.908836445	0.001135765997
36	8080	003	7.73	6.65	0	189.8310636	192.89665480000002	193.3132441	3	1	0.574839024	0.001360652001
37	6263	232	2.48	6.62	1	194.8293976	198.2615874	198.67829719999997	3	1	0.761897787	0.001163098001
38	2102	332	5.16	3.03	1	200.1943312	203.22669299999998	203.64403869999998	2	1	0.9323188109999999	0.001168864997
39	2347	020	7.83	5.56	0	205.1594019	208.20853380000003	208.60863559999999	2	1	0.734640147	0.001069865997
40	5534	322	4.84	3.14	1	210.12438050000003	213.8074316	214.2230347	3	1	0.785086825	0.0011652450049999998
41	9810	100	2.09	6.62	0	215.73914700000003	218.9547727	219.3713319	1	1	0.756367317	0.0010952169980000001
42	9414	233	2.06	6.49	1	220.8873727	224.2697636	224.68620209999997	2	1	0.8343812709999999	0.001445983005
43	8492	313	7.21	7.31	1	226.2024239	230.00111710000002	230.41768959999996	1	1	0.813817298	0.0010939510030000001
44	2799	100	2.42	5.02	0	231.93387620000001	235.8501938	236.2657414	1	1	0.749919385	0.001095888001
45	3215	311	2.51	5.44	1	237.781979	241.79731040000001	242.2137855	3	1	0.9055911609999999	0.001055854002
46	7130	331	4.77	3.35	1	243.7299773	246.84574390000003	247.2630861	1	1	1.06418035	0.0010378759979999999
47	2381	020	5.25	3.04	0	248.7783014	252.6272449	253.0436087	2	1	0.692167313	0.001105001
48	9903	322	2.36	5.71	1	254.5597654	258.5251098	258.9424748	3	1	0.8015102279999999	0.0011365209940000002
49	2570	020	4.78	2.76	0	260.45786269999996	264.2398923	264.65642940000004	2	1	0.623188229	0.001086392003
50	2730	332	2.45	6.8	1	266.1726245	269.6714508	270.0881354	2	1	0.792366182	0.001395401996
51	7508	100	7.02	5.09	0	271.60413589999996	275.5034277	275.91932030000004	1	1	0.648194296	0.001078429996
52	2002	313	4.95	3.35	1	277.4355855	281.10105739999995	281.51754569999997	1	1	0.9385404740000001	0.001165201997
53	5470	211	7.35	6.02	1	283.0346192	286.6658648	287.0823593	2	1	0.80559023	0.0012812310009999999
54	7025	100	4.63	2.71	0	288.5985354	292.4806317	292.8971519	1	1	0.630917683	0.0011767350010000001
55	7508	232	7.02	5.09	1	294.41368739999996	298.2287716	298.6452165	3	1	1.010415458	0.001112090002
56	7270	331	7.53	5.76	1	300.16145539999997	303.827175	304.2434351	1	1	0.7090782520000001	0.001414276005
57	2200	003	4.79	3.18	0	305.7597494	309.1087681	309.5249832	3	1	0.642537819	0.001102053997
58	2216	100	7.57	5.83	0	311.0420768	315.039782	315.45639930000004	1	1	0.51189023	0.001198925995
59	8370	131	7.77	6.73	1	316.9725346	320.87212339999996	321.2878063	3	1	0.7513864720000001	0.0010569750010000001
60	7041	313	4.99	2.6	1	322.8040477	325.8695883	326.28673280000004	1	1	0.864549447	0.001039231
61	6263	003	2.48	6.62	0	327.8030687	331.63440319999995	332.0515128	3	1	0.5720596370000001	0.001117382999
62	2396	003	4.91	3.34	0	333.5678691	336.9492935	337.3658708	3	1	0.5299925670000001	0.001122661
63	4607	212	7.03	6.34	1	338.88200750000004	342.54745410000004	342.96457789999994	1	1	0.8757942790000001	0.001198147998
64	4610	020	7.29	5.1	0	344.4801588	347.9132874	348.3288827	2	1	0.662922773	0.0011192859970000002
65	9253	232	2.0	5.53	1	349.8450659	353.6604992	354.0770428	3	1	0.787143121	0.001161840999
66	7019	003	5.2	3.36	0	355.5932088	359.3922455	359.8084415	3	1	0.607543091	0.0012985709979999999
67	6563	211	1.77	6.85	1	361.32457239999997	364.3901948	364.8077053	2	1	0.879504862	0.0010645
68	8510	003	7.32	4.93	0	366.3228964	370.10596119999997	370.52248860000003	3	1	0.572836216	0.001038082999
69	7044	311	4.69	3.94	1	372.03775079999997	375.6364896	376.05398419999995	3	1	0.7933036059999999	0.001051666004
70	8370	100	7.77	6.73	0	377.5692528	381.5188496	381.9353841	1	1	0.54434336	0.001097867003
71	7019	211	5.2	3.36	1	383.4505872	386.4662678	386.8829399	2	1	0.892791158	0.001093183004
72	8492	003	7.21	7.31	0	388.3990732	391.4979155	391.9145231	3	1	0.660771934	0.0015432330040000002
73	5833	313	8.22	5.71	1	393.4306727	397.2461266	397.6626253	1	1	0.993060956	0.001114168997
74	2102	100	5.16	3.03	0	399.1788356	403.0108787	403.42739480000006	1	1	0.548852931	0.001398013002
75	2411	233	5.07	2.86	1	404.943593	408.5590356	408.9755752	2	1	0.7605083690000001	0.001325715995
76	8501	100	7.91	6.44	0	410.4918317	414.2239135	414.64043680000003	1	1	0.486841253	0.001068541998
77	4626	020	7.6	5.78	0	416.15657739999995	419.98865989999996	420.40515039999997	2	1	0.530999704	0.001154803002
78	9250	313	2.57	6.6	1	421.92134280000005	424.93701100000004	425.35353219999996	1	1	0.8307822359999999	0.001390780999
79	8080	233	7.73	6.65	1	426.8696783	430.20194069999997	430.6186557	2	1	0.7248826909999999	0.0011128069960000002
80	3010	020	1.79	7.26	0	432.1346267	435.7509884	436.16666349999997	2	1	0.577604137	0.0013880239999999999
81	5470	100	7.35	6.02	0	437.6827949	440.732247	441.14830930000005	1	1	0.571752891	0.001136619001
82	7025	232	4.63	2.71	1	442.6644972	446.1806521000001	446.5974896000001	3	1	0.769751526	0.001030226005
83	2332	020	7.64	4.3	0	448.11276289999995	451.2450692	451.66151490000004	2	1	0.626666683	0.001166592003
84	2440	020	4.49	2.63	0	453.17832760000005	457.0097581	457.42726849999997	2	1	0.604527589	0.001110544996
85	9910	313	2.06	6.2	1	458.94251219999995	462.1247949	462.5413046	1	1	0.730978983	0.001162740002
86	2730	100	2.45	6.8	0	464.0574791	467.12314979999996	467.5396784	1	1	0.891536885	0.001029056002
87	8510	233	7.32	4.93	1	469.0558913	472.6549279	473.07118269999995	2	1	0.8327863870000001	0.001140744003
88	7130	020	4.77	3.35	0	474.5873062	477.6363955	478.05291919999996	2	1	0.5789953760000001	0.001120716006
89	7044	100	4.69	3.94	0	479.56904289999994	482.88460610000004	483.30112239999994	1	1	0.491060309	0.001167288996
90	9423	311	2.61	5.66	1	484.81732139999997	487.96632689999996	488.3828658	3	1	0.8566663929999999	0.001124017996
91	2514	100	5.19	3.5	0	489.89913229999996	493.6644448	494.0809302	1	1	0.575297626	0.001177017002
92	5910	020	7.8	5.59	0	495.597121	499.5967547	500.0122728	2	1	0.548089776	0.0013983820029999999
93	9187	112	1.81	6.45	1	501.5284616	504.7109959	505.12733619999995	2	1	0.823849528	0.0010546289999999999
94	9435	100	2.27	5.0	0	506.6434935	510.24291150000005	510.6587761	1	1	0.51698132	0.001109142999
95	2880	100	5.18	2.96	0	512.1749662999999	515.4572753000001	515.8737879	1	1	0.5181481689999999	0.001192767006
96	2703	332	1.91	5.78	1	517.3899161	521.1220011	521.5385746999999	2	1	0.7887838970000001	0.001040440999
97	7041	100	4.99	2.6	0	523.054744	526.6036041	527.0036853	1	1	0.47619849399999997	0.001121009002
98	2703	020	1.91	5.78	0	528.5195719	531.5519231000001	531.9684348000001	2	1	0.57481186	0.001065058001
99	5621	332	7.57	6.99	1	533.4846761	537.4166807999999	537.8332164	2	1	0.8306095109999999	0.001153543999
100	3015	212	1.52	5.9	1	539.3494462	542.6816712	543.0981157000001	1	1	0.797784644	0.0012559489990000001
101	3061	100	2.32	5.28	0	544.6143557999999	547.8965865	548.3131131	1	1	0.5103666139999999	0.0010771630039999999
102	2411	003	5.07	2.86	0	549.829229	553.2782513999999	553.6946813999999	3	1	0.648686115	0.001067035999
103	4626	211	7.6	5.78	1	555.2108211	558.9929114	559.4094597	2	1	0.885989728	0.0010766999989999999
104	7021	020	5.21	4.17	0	560.9256026	564.0579842	564.4744977000001	2	1	0.685363886	0.001239755999
105	3350	221	1.88	5.72	1	565.9906179999999	569.1731572000001	569.5894935	1	1	0.8027301840000001	0.001537809003
106	3215	020	2.51	5.44	0	571.1055661	574.5710915	574.9876492999999	2	1	0.531877797	0.001103092007
107	2045	100	7.87	5.47	0	576.5038105000001	580.4525298	580.8690732000001	1	1	0.5549425060000001	0.001132878002
108	3061	131	2.32	5.28	1	582.3852262999999	586.1678321	586.5847585	3	1	0.78302341	0.001104614996
109	9253	003	2.0	5.53	0	588.0999981000001	591.8653987	592.2819429	3	1	0.526274041	0.0011435830019999999
110	2381	112	5.25	3.04	1	593.7990561	597.3636953	597.7801033	2	1	0.739262755	0.001962750997
111	9910	003	2.06	6.2	0	599.2974546	602.3119809	602.7291263	3	1	0.558336857	0.0010827389999999999
112	5534	100	4.84	3.14	0	604.2446742999999	607.3602992000001	607.7767877	1	1	0.568326891	0.0020726309959999997
113	8350	322	7.18	5.18	1	609.2930339	612.7594703	613.1750936000001	3	1	0.8561006659999999	0.001123271999
114	2200	112	4.79	3.18	1	614.691684	618.2400591	618.6566901000001	2	1	0.98362773	0.001157396
115	7058	003	5.29	3.98	0	620.1728452000001	624.0048681	624.4213563999999	3	1	0.8665854559999999	0.001150315002
116	9435	233	2.27	5.0	1	625.9375474999999	629.8863269	630.3029405	2	1	0.792891777	0.0011031160030000001
117	6563	020	1.77	6.85	0	631.8189431	635.5019696	635.9175736000001	2	1	0.6986597090000001	0.001166201
118	2514	212	5.19	3.5	1	637.4337768999999	641.0493150000001	641.4657656	1	1	0.910815736	0.001414778002
119	9322	003	2.24	5.73	0	642.9820079	646.6474668999999	647.0639064	3	1	0.7113709229999999	0.001035544003
120	7595	221	4.55	3.77	1	648.5802736	652.1456409	652.5620941000001	1	1	0.75720077	0.001062283998
121	9423	020	2.61	5.66	0	654.0789657	657.1439512999999	657.5614217	2	1	0.6302315620000001	0.001087436001
122	2396	332	4.91	3.34	1	659.0769109	662.7256112000001	663.1419856000001	2	1	0.929305155	0.001050479994
123	7270	003	7.53	5.76	0	664.6581133999999	668.1403102999999	668.5575815000001	3	1	0.5220690920000001	0.001187793001
124	2570	322	4.78	2.76	1	670.0730693	673.9219528	674.3220366	3	1	0.766269492	0.0013512950030000002
125	2830	020	4.73	3.64	0	675.8378567999999	679.1866734	679.6032593	2	1	0.484953199	0.001417027001
126	2045	322	7.87	5.47	1	681.1203519999999	684.8348735000001	685.2513986	3	1	0.6930732409999999	0.0013822839970000001
127	7595	003	4.55	3.77	0	686.7675009999999	690.6497655000001	691.0661031000001	3	1	0.566314585	0.001415655999
128	2214	100	5.01	3.46	0	692.5832526	695.9978136	696.4144146000001	1	1	0.497419693	0.001107205004
129	4610	221	7.29	5.1	1	697.9305955	701.6292756	702.0458459	1	1	1.042220937	0.001138195003
130	3261	003	1.82	5.75	0	703.545932	707.2441353999999	707.6606837	3	1	0.5556135329999999	0.001174116995
131	3010	211	1.79	7.26	1	709.1768347	712.8926071000001	713.3088577999999	2	1	0.779033944	0.001266459003
132	5621	003	7.57	6.99	0	714.8250366000001	718.2571695	718.6736946000001	3	1	0.49412041	0.001122212998
